time,count,words
2017-02-05 19:14:00-08:00,29777,first overtime ever time history welcome ot game @nfl @superbowl
2017-02-05 19:15:00-08:00,33706,first overtime history time ever ot game welcome @nfl @superbowl
2017-02-05 19:16:00-08:00,38667,overtime first history ever time game ot welcome @nfl patriots
2017-02-05 19:17:00-08:00,35388,overtime first history game ever time ot @nfl welcome patriots
2017-02-05 19:18:00-08:00,26436,overtime first history game ever time ot patriots falcons @nfl
2017-02-05 19:19:00-08:00,21096,overtime first history game time ever im falcons patriots win
2017-02-05 19:20:00-08:00,18739,overtime first game history falcons time brady ever im win
2017-02-05 19:21:00-08:00,17105,overtime first game falcons history brady time #patriots ever win
2017-02-05 19:22:00-08:00,17939,brady overtime first game time falcons #patriots ot history win
2017-02-05 19:23:00-08:00,16252,game falcons overtime brady first #patriots win time patriots history
2017-02-05 19:24:00-08:00,17534,brady #patriots patriots game win falcons overtime history tom ever
2017-02-05 19:25:00-08:00,43805,patriots comeback win #patriots new england brady greatest falcons champions
2017-02-05 19:26:00-08:00,64094,patriots win comeback #patriots new england brady @patriots champions game
2017-02-05 19:27:00-08:00,64469,patriots win #patriots comeback game brady @patriots tom new falcons
2017-02-05 19:28:00-08:00,59936,patriots win #patriots comeback brady game tom history falcons @patriots
2017-02-05 19:29:00-08:00,54265,patriots win comeback brady #patriots game tom history falcons @patriots
2017-02-05 19:30:00-08:00,50010,win patriots brady comeback tom #patriots game falcons new history
2017-02-05 19:31:00-08:00,45743,win patriots brady comeback tom game #patriots @nfl falcons history
2017-02-05 19:32:00-08:00,44262,patriots win brady @nfl game comeback tom #patriots falcons history
2017-02-05 19:33:00-08:00,43877,brady win patriots game comeback @nfl tom #patriots falcons history
2017-02-05 19:34:00-08:00,41109,patriots win game brady comeback tom #patriots @nfl falcons history
2017-02-05 19:35:00-08:00,37379,patriots game win brady #patriots tom comeback @nfl falcons history
2017-02-05 19:36:00-08:00,35386,patriots game brady win tom #patriots comeback falcons @nfl history
2017-02-05 19:37:00-08:00,33867,brady game patriots tom win #patriots falcons comeback @nfl history
2017-02-05 19:38:00-08:00,31405,brady game patriots tom win falcons #patriots comeback @nfl history
2017-02-05 19:39:00-08:00,26798,brady patriots game tom win falcons #patriots comeback @nfl @patriots
2017-02-05 19:40:00-08:00,23622,brady patriots #patriots game win tom falcons comeback @nfl history
2017-02-05 19:41:00-08:00,23963,#patriots patriots brady game tom @nfl win falcons comeback history
2017-02-05 19:42:00-08:00,25119,brady tom patriots @patriots win champions #patriots comeback game falcons
2017-02-05 19:43:00-08:00,27627,brady tom champions @patriots patriots win httpstco4mwwtukgcw comeback #patriots mvp
2017-02-05 19:44:00-08:00,24627,brady tom patriots champions win @patriots comeback #patriots mvp falcons
2017-02-05 19:45:00-08:00,21237,brady tom patriots win champions @patriots #patriots comeback falcons game
2017-02-05 19:46:00-08:00,21243,brady tom patriots win champions @patriots falcons game #patriots comeback
2017-02-05 19:47:00-08:00,20829,brady tom patriots win @patriots champions game #patriots comeback mvp
2017-02-05 19:48:00-08:00,23354,brady tom patriots @patriots win champions #patriots comeback game mvp
2017-02-05 19:49:00-08:00,23193,brady tom patriots champions @patriots win #patriots game comeback @nfl
2017-02-05 19:50:00-08:00,23356,brady tom patriots @nfl champions win @patriots #patriots game comeback
2017-02-05 19:51:00-08:00,22019,brady tom patriots @nfl win @patriots champions #patriots game comeback
2017-02-05 19:52:00-08:00,20928,brady tom @nfl patriots @patriots win champions #patriots game falcons
2017-02-05 19:53:00-08:00,20236,brady tom patriots win @nfl @patriots game #patriots champions comeback
2017-02-05 19:54:00-08:00,19719,brady tom patriots win #patriots @nfl game @patriots champions comeback
2017-02-05 19:55:00-08:00,18117,brady tom patriots win #patriots @nfl game @patriots comeback champions
2017-02-05 19:56:00-08:00,17538,brady tom patriots win #patriots game @nfl comeback falcons @patriots
2017-02-05 19:57:00-08:00,17413,brady tom patriots win game #patriots @nfl comeback @patriots falcons
2017-02-05 19:58:00-08:00,16365,brady tom patriots win #patriots game falcons @patriots comeback champions
2017-02-05 19:59:00-08:00,15805,brady tom patriots win game #patriots falcons comeback @patriots champions
2017-02-05 20:00:00-08:00,15082,brady tom patriots win game #patriots comeback falcons @patriots @nfl
2017-02-05 20:01:00-08:00,14650,brady tom patriots win game #patriots comeback falcons @patriots @nfl
2017-02-05 20:02:00-08:00,14333,brady tom patriots #patriots win game @patriots falcons comeback @nfl
2017-02-05 20:03:00-08:00,13772,brady tom patriots win #patriots falcons game comeback @patriots champions
2017-02-05 20:04:00-08:00,13342,brady tom patriots win #patriots game falcons @patriots comeback champions
2017-02-05 20:05:00-08:00,13555,brady tom #patriots patriots win game @nfl falcons @patriots comeback
2017-02-05 20:06:00-08:00,13478,brady tom #patriots patriots win falcons @nfl game comeback @patriots
2017-02-05 20:07:00-08:00,12902,brady #patriots tom @nfl patriots game win falcons comeback @patriots
2017-02-05 20:08:00-08:00,12963,brady tom #patriots patriots win falcons @nfl game comeback @patriots
2017-02-05 20:09:00-08:00,12258,brady tom #patriots patriots win falcons game @patriots @nfl comeback
2017-02-05 20:10:00-08:00,12038,brady tom #patriots patriots win game falcons @nfl @patriots comeback
2017-02-05 20:11:00-08:00,12058,brady tom #patriots patriots win game falcons @nfl @patriots comeback
2017-02-05 20:12:00-08:00,11958,brady patriots tom #patriots win game falcons @patriots @nfl comeback
2017-02-05 20:13:00-08:00,12405,patriots new brady england tom champs @robgronkowski #patriots win game
2017-02-05 20:14:00-08:00,12018,patriots brady tom new #patriots win england game champs falcons
2017-02-05 20:15:00-08:00,12311,patriots brady tom #patriots win new game england falcons @nfl
2017-02-05 20:16:00-08:00,11509,patriots brady #patriots tom win new @nfl game england falcons
2017-02-05 20:17:00-08:00,11216,patriots brady #patriots tom win @nfl new game falcons england
2017-02-05 20:18:00-08:00,11018,patriots #patriots brady tom win new @nfl game falcons england
2017-02-05 20:19:00-08:00,10763,patriots brady #patriots tom win new game falcons @nfl england
2017-02-05 20:20:00-08:00,10712,patriots brady tom #patriots win new falcons game england @nfl
2017-02-05 20:21:00-08:00,10644,patriots brady tom #patriots win game new falcons @nfl @patriots
2017-02-05 20:22:00-08:00,10195,brady patriots #patriots tom win game falcons new @nfl lady
2017-02-05 20:23:00-08:00,9807,brady patriots #patriots tom win game new falcons @patriots comeback
2017-02-05 20:24:00-08:00,9756,brady patriots tom #patriots win game new falcons lady @nfl
2017-02-05 20:25:00-08:00,9718,patriots brady win tom #patriots game falcons lady new comeback
2017-02-05 20:26:00-08:00,9811,patriots brady tom win #patriots game lady falcons new @nfl
2017-02-05 20:27:00-08:00,9640,patriots brady tom win #patriots game falcons comeback lady new
2017-02-05 20:28:00-08:00,9319,patriots brady #patriots tom win game falcons ever lady @patriots
2017-02-05 20:29:00-08:00,9183,patriots brady #patriots tom win game lady falcons @patriots new
2017-02-05 20:30:00-08:00,9064,patriots brady tom #patriots win game falcons @nfl lady comeback
