time,count,words
2017-02-05 18:42:00-08:00,16638,game lady one touchdown patriots #patriots got falcons gaga @nfl
2017-02-05 18:43:00-08:00,20367,game #patriots falcons patriots lady one @nfl win got brady
2017-02-05 18:44:00-08:00,18697,game lady falcons #patriots patriots one win got gaga @nfl
2017-02-05 18:45:00-08:00,14265,lady falcons game win gaga patriots halftime one im show
2017-02-05 18:46:00-08:00,11882,lady gaga win falcons halftime one im patriots show game
2017-02-05 18:47:00-08:00,12180,lady win falcons gaga halftime show 100 patriots im everyone
2017-02-05 18:48:00-08:00,12782,julio catch lady jones gaga falcons win halftime @bleacherreport show
2017-02-05 18:49:00-08:00,21436,julio catch jones @bleacherreport #riseup words httpstcothfsrz8ofa lady @juliojones11 gaga
2017-02-05 18:50:00-08:00,19112,#riseup @juliojones11 julio @nfl kidding httpstco2ceh927vgo catch jones lady gaga
2017-02-05 18:51:00-08:00,14195,julio jones #riseup @juliojones11 @nfl @bleacherreport kidding lady httpstco2ceh927vgo footwork
2017-02-05 18:52:00-08:00,11611,#riseup @nfl @juliojones11 lady julio gaga jones falcons halftime win
2017-02-05 18:53:00-08:00,13903,@nfl #riseup lady falcons game @juliojones11 julio gaga win im
2017-02-05 18:54:00-08:00,14569,game lady @nfl falcons tom brady #riseup win gaga got
2017-02-05 18:55:00-08:00,11520,lady game brady falcons gaga win halftime im patriots #riseup
2017-02-05 18:56:00-08:00,10418,lady gaga falcons win halftime brady game show im patriots
2017-02-05 18:57:00-08:00,10998,lady falcons gaga win atlanta im @bleacherreport halftime brady game
2017-02-05 18:58:00-08:00,9396,lady gaga falcons win halftime way im @bleacherreport catch show
2017-02-05 18:59:00-08:00,25281,catch way @bleacherreport edelman @nfl thats wow catches one lady
2017-02-05 19:00:00-08:00,23554,catch game edelman catches @bleacherreport insane #patriots years @dezbryant lady
2017-02-05 19:01:00-08:00,24223,catch game #patriots edelman @bleacherreport inches @nfl httpstcovjzsqvv4xs catches julian
2017-02-05 19:02:00-08:00,25715,catch #patriots edelman game @nfl julian oh god httpstcoytvhwsacbt @bleacherreport
2017-02-05 19:03:00-08:00,23551,#patriots edelman catch julian @nfl game caught ball lady somehow
2017-02-05 19:04:00-08:00,14484,game #patriots catch lady edelman gaga julian im @nfl falcons
2017-02-05 19:05:00-08:00,16184,game touchdown #patriots @nfl lady white patriots james falcons im
2017-02-05 19:06:00-08:00,24696,game tie @nfl good 2 2828 point conversion #patriots wowowowowow
2017-02-05 19:07:00-08:00,38696,game #patriots tie brady @nfl tom 2828 good conversion patriots
2017-02-05 19:08:00-08:00,31903,game brady tom @patriots @nfl #patriots tie yards patriots 2828
2017-02-05 19:09:00-08:00,22272,game brady #patriots @nfl tom history patriots @patriots falcons overtime
2017-02-05 19:10:00-08:00,17187,game falcons #patriots brady overtime history lady patriots @nfl like
2017-02-05 19:11:00-08:00,20717,game falcons overtime brady win history like patriots #patriots @nfl
2017-02-05 19:12:00-08:00,19187,game falcons brady patriots overtime win like history #patriots lady
2017-02-05 19:13:00-08:00,18923,game overtime first history ot ever time falcons lady win
