time,count,words
2017-02-05 20:08:00-08:00,12963,brady tom patriots win falcons game comeback champions lady mvp
2017-02-05 20:09:00-08:00,12258,brady tom patriots win falcons game comeback lady champions gaga
2017-02-05 20:10:00-08:00,12038,brady tom patriots win game falcons comeback lady champions mvp
2017-02-05 20:11:00-08:00,12058,brady tom patriots win game falcons comeback lady champions history
2017-02-05 20:12:00-08:00,11958,brady patriots tom win game falcons comeback champions new lady
2017-02-05 20:13:00-08:00,12405,patriots new brady england tom champs win game falcons comeback
2017-02-05 20:14:00-08:00,12018,patriots brady tom new win england game champs falcons lady
2017-02-05 20:15:00-08:00,12311,patriots brady tom win new game england falcons comeback lady
2017-02-05 20:16:00-08:00,11509,patriots brady tom win new game england falcons one lady
2017-02-05 20:17:00-08:00,11216,patriots brady tom win new game falcons england one lady
2017-02-05 20:18:00-08:00,11018,patriots brady tom win new game falcons england lady comeback
2017-02-05 20:19:00-08:00,10763,patriots brady tom win new game falcons england lady comeback
2017-02-05 20:20:00-08:00,10712,patriots brady tom win new falcons game england lady comeback
2017-02-05 20:21:00-08:00,10644,patriots brady tom win game new falcons england lady comeback
2017-02-05 20:22:00-08:00,10195,brady patriots tom win game falcons new lady comeback england
2017-02-05 20:23:00-08:00,9807,brady patriots tom win game new falcons comeback england lady
2017-02-05 20:24:00-08:00,9756,brady patriots tom win game new falcons lady comeback england
2017-02-05 20:25:00-08:00,9718,patriots brady win tom game falcons lady new comeback ever
2017-02-05 20:26:00-08:00,9811,patriots brady tom win game lady falcons new comeback gaga
2017-02-05 20:27:00-08:00,9640,patriots brady tom win game falcons comeback lady new ever
2017-02-05 20:28:00-08:00,9319,patriots brady tom win game falcons ever lady new comeback
2017-02-05 20:29:00-08:00,9183,patriots brady tom win game lady falcons new comeback ever
2017-02-05 20:30:00-08:00,9064,patriots brady tom win game falcons lady comeback new gaga
